Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Status
34,2,RANK,Alix Earle,21.0,0.0853,0.0574,Safe
34,2,RANK,Jen Affleck,22.0,0.0794,0.0624,Safe
34,2,RANK,Whitney Leavitt,22.0,0.0884,0.0579,Safe
34,2,RANK,Dylan Efron,20.0,0.0607,0.0502,Safe
34,3,RANK,Danielle Fishel,21.0,0.0884,0.0643,Safe
34,3,RANK,Elaine Hendrix,21.0,0.0861,0.0678,Safe
34,3,RANK,Jordan Chiles,24.0,0.0661,0.0515,Safe
34,3,RANK,Andy Richter,18.0,0.1003,0.0557,Safe
34,3,RANK,Robert Irwin,22.0,0.0863,0.0594,Safe
34,3,RANK,Hilaria Baldwin,22.0,0.0782,0.0539,Safe
34,3,RANK,Lauren Jauregui,18.0,0.0291,0.0203,Eliminated
34,3,RANK,Scott Hoying,22.0,0.083,0.0551,Safe
34,3,RANK,Alix Earle,23.0,0.1011,0.0797,Safe
34,3,RANK,Jen Affleck,19.0,0.1103,0.0692,Safe
34,3,RANK,Whitney Leavitt,24.0,0.0866,0.07,Safe
34,3,RANK,Dylan Efron,23.0,0.0845,0.0585,Safe
34,4,RANK,Danielle Fishel,21.0,0.1337,0.0629,Safe
34,4,RANK,Elaine Hendrix,24.0,0.0836,0.0559,Safe
34,4,RANK,Jordan Chiles,24.0,0.0975,0.0738,Safe
34,4,RANK,Andy Richter,18.0,0.1435,0.0519,Safe
34,4,RANK,Robert Irwin,22.0,0.0957,0.0538,Safe
34,4,RANK,Hilaria Baldwin,23.0,0.0146,0.0137,Eliminated
34,4,RANK,Scott Hoying,21.0,0.1293,0.0537,Safe
34,4,RANK,Alix Earle,24.0,0.05,0.035,Safe
34,4,RANK,Jen Affleck,23.0,0.122,0.0846,Safe
34,4,RANK,Whitney Leavitt,25.0,0.0676,0.0518,Safe
34,4,RANK,Dylan Efron,23.0,0.0625,0.0459,Safe
34,5,RANK,Danielle Fishel,29.0,0.1178,0.0773,Safe
34,5,RANK,Elaine Hendrix,30.0,0.0919,0.0693,Safe
34,5,RANK,Jordan Chiles,32.0,0.0875,0.0688,Safe
34,5,RANK,Andy Richter,24.0,0.1051,0.0739,Safe
34,5,RANK,Robert Irwin,35.0,0.092,0.0632,Safe
34,5,RANK,Scott Hoying,30.0,0.0872,0.0649,Safe
34,5,RANK,Alix Earle,35.0,0.0859,0.0613,Safe
34,5,RANK,Jen Affleck,29.0,0.1184,0.0841,Safe
34,5,RANK,Whitney Leavitt,33.0,0.1166,0.0769,Safe
34,5,RANK,Dylan Efron,36.0,0.0977,0.0673,Safe
34,6,RANK,Danielle Fishel,36.0,0.0978,0.0798,Safe
34,6,RANK,Elaine Hendrix,36.0,0.1072,0.0829,Safe
34,6,RANK,Jordan Chiles,39.0,0.1241,0.0793,Safe
34,6,RANK,Andy Richter,27.0,0.1401,0.0743,Safe
34,6,RANK,Robert Irwin,36.0,0.1058,0.0718,Safe
34,6,RANK,Scott Hoying,28.0,0.0379,0.026,Eliminated
34,6,RANK,Alix Earle,35.0,0.095,0.0654,Safe
34,6,RANK,Jen Affleck,32.0,0.0961,0.0677,Safe
34,6,RANK,Whitney Leavitt,39.0,0.0934,0.0614,Safe
34,6,RANK,Dylan Efron,32.0,0.1026,0.0667,Safe
34,7,RANK,Danielle Fishel,35.0,0.1284,0.0683,Safe
34,7,RANK,Elaine Hendrix,32.0,0.1328,0.0747,Safe
34,7,RANK,Jordan Chiles,38.0,0.0831,0.0648,Safe
34,7,RANK,Andy Richter,29.0,0.1682,0.0769,Safe
34,7,RANK,Robert Irwin,41.0,0.1171,0.0872,Safe
34,7,RANK,Alix Earle,43.0,0.1193,0.0757,Safe
34,7,RANK,Jen Affleck,34.0,0.038,0.028,Eliminated
34,7,RANK,Whitney Leavitt,42.0,0.1153,0.0714,Safe
34,7,RANK,Dylan Efron,38.0,0.0977,0.0722,Safe
34,8,RANK,Danielle Fishel,37.0,0.0565,0.0388,Eliminated
34,8,RANK,Elaine Hendrix,37.5,0.1525,0.0776,Safe
34,8,RANK,Jordan Chiles,39.0,0.1068,0.0821,Safe
34,8,RANK,Andy Richter,34.0,0.15,0.0655,Safe
34,8,RANK,Robert Irwin,38.0,0.1264,0.09,Safe
34,8,RANK,Alix Earle,38.5,0.1641,0.1268,Safe
34,8,RANK,Whitney Leavitt,39.5,0.1084,0.063,Safe
34,8,RANK,Dylan Efron,38.0,0.1352,0.087,Safe
34,9,RANK,Elaine Hendrix,36.0,0.1747,0.0947,Safe
34,9,RANK,Jordan Chiles,39.0,0.1694,0.1042,Safe
34,9,RANK,Andy Richter,29.0,0.0836,0.0876,Eliminated
34,9,RANK,Robert Irwin,42.0,0.1586,0.1054,Safe
34,9,RANK,Alix Earle,40.0,0.1278,0.0776,Safe
34,9,RANK,Whitney Leavitt,42.0,0.1381,0.0905,Safe
34,9,RANK,Dylan Efron,42.0,0.1478,0.114,Safe
34,10,RANK,Elaine Hendrix,28.5,0.2282,0.1158,Safe
34,10,RANK,Jordan Chiles,28.5,0.1845,0.099,Safe
34,10,RANK,Robert Irwin,29.5,0.0915,0.0631,Safe
34,10,RANK,Alix Earle,29.0,0.1628,0.0976,Safe
34,10,RANK,Whitney Leavitt,29.0,0.0343,0.0281,Eliminated
34,10,RANK,Dylan Efron,27.5,0.2988,0.085,Safe
34,11,RANK,Elaine Hendrix,28.9998,0.17,0.1142,Runner-up/Lost
34,11,RANK,Jordan Chiles,29.666600000000003,0.2161,0.1462,Safe
34,11,RANK,Robert Irwin,29.666600000000003,0.2149,0.1109,Safe
34,11,RANK,Alix Earle,30.0,0.1881,0.1356,Safe
34,11,RANK,Dylan Efron,29.3332,0.2109,0.15,Safe
